,gender,senior,partner,dependents,tenure,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,internet_dsl,internet_fiber,internet_no,contract_month,contract_1_yr,contract_2_yr,payment_bank,payment_credit_card,payment_electronic_check,payment_mailed_check,churn
1113,0,0,1,0,37,1,1,0,0,1,0,0,0,1,78.95,2839.65,0,1,0,1,0,0,0,1,0,0,1
4176,1,0,1,1,18,1,0,0,0,0,0,0,0,0,19.8,342.3,0,0,1,0,1,0,1,0,0,0,0
1552,0,0,1,1,31,1,1,0,1,0,1,1,1,0,80.55,2471.6,1,0,0,0,0,1,1,0,0,0,0
6017,1,0,0,0,5,1,0,0,0,1,1,0,0,0,56.15,291.45,1,0,0,1,0,0,0,0,1,0,0
5259,1,1,1,0,30,1,1,0,0,0,0,0,0,0,77.9,2351.45,0,1,0,1,0,0,0,0,0,1,0
5672,0,0,1,0,49,1,1,1,1,1,0,0,1,0,71.8,3472.05,1,0,0,0,1,0,0,0,1,0,0
433,1,0,0,0,12,1,0,0,0,0,0,0,0,1,45.4,518.9,1,0,0,1,0,0,1,0,0,0,1
4084,0,0,0,0,1,1,0,0,0,0,0,1,0,0,78.05,78.05,0,1,0,1,0,0,0,0,1,0,1
2655,0,0,0,1,4,1,1,0,1,0,0,1,0,0,89.6,365.65,0,1,0,1,0,0,0,0,0,1,1
3927,1,0,1,0,3,1,0,0,0,0,0,0,0,1,20.55,51.15,0,0,1,1,0,0,0,1,0,0,1
4771,0,0,0,0,3,1,0,0,0,0,0,1,0,1,79.4,244.65,0,1,0,1,0,0,0,0,1,0,1
5206,1,0,0,0,37,1,0,1,1,1,1,0,0,0,65.6,2313.8,1,0,0,0,0,1,1,0,0,0,0
1127,0,0,1,1,23,1,0,1,1,1,1,0,0,1,66.25,1533.8,1,0,0,0,1,0,0,0,0,1,0
4313,0,0,0,0,23,1,0,0,1,0,1,0,0,1,79.1,1783.75,0,1,0,1,0,0,0,0,0,1,0
5224,0,1,0,0,45,1,1,0,0,1,0,1,1,1,100.15,4459.8,0,1,0,0,1,0,1,0,0,0,0
5552,1,0,1,1,22,1,0,0,0,0,0,0,0,0,20.25,488.25,0,0,1,0,1,0,1,0,0,0,0
2518,1,0,0,0,24,1,1,0,1,0,0,1,1,1,99.65,2404.85,0,1,0,1,0,0,1,0,0,0,0
6769,1,0,0,0,48,1,0,0,0,0,0,0,0,0,19.85,916.0,0,0,1,0,0,1,0,1,0,0,0
1102,1,0,1,1,3,1,0,0,1,1,0,0,0,1,56.15,168.15,1,0,0,1,0,0,0,0,0,1,1
6060,0,1,0,0,8,1,0,0,1,0,0,1,0,1,87.1,713.6,0,1,0,1,0,0,0,0,1,0,0
4773,1,0,0,0,44,0,0,0,1,1,0,1,1,1,53.95,2375.4,1,0,0,0,1,0,0,0,0,1,1
4248,0,0,1,0,56,1,1,0,1,1,1,0,0,0,90.55,5116.6,0,1,0,1,0,0,0,0,1,0,0
5219,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.6,20.6,0,0,1,1,0,0,0,0,0,1,0
4890,1,0,1,1,53,1,0,0,1,0,1,1,0,1,92.55,4779.45,0,1,0,1,0,0,0,0,1,0,0
194,1,0,1,1,59,1,0,0,0,0,0,0,0,0,19.3,1192.7,0,0,1,0,0,1,0,1,0,0,0
615,0,0,0,0,15,1,1,0,0,0,0,0,0,0,48.85,631.4,1,0,0,1,0,0,0,0,0,1,0
643,0,1,0,0,49,1,0,0,1,1,0,0,1,1,89.85,4287.2,0,1,0,0,1,0,1,0,0,0,0
5062,0,0,1,0,39,0,0,1,0,1,0,1,1,0,55.9,2184.35,1,0,0,1,0,0,0,0,1,0,1
3116,0,1,0,0,44,1,0,0,1,1,0,0,1,0,89.15,3990.75,0,1,0,0,1,0,0,1,0,0,0
3410,1,0,0,0,3,1,0,0,0,0,0,1,0,0,53.4,188.7,1,0,0,1,0,0,0,1,0,0,1
2776,1,1,1,0,16,1,0,0,1,0,0,0,0,1,74.3,1178.25,0,1,0,1,0,0,0,1,0,0,1
5774,1,0,0,0,5,1,0,0,1,0,1,0,1,1,65.6,339.9,1,0,0,1,0,0,1,0,0,0,0
5951,0,0,0,0,37,1,1,0,0,0,1,1,1,0,100.3,3541.4,0,1,0,1,0,0,0,1,0,0,0
5902,0,0,1,0,9,1,0,0,1,0,0,0,0,0,50.85,466.6,1,0,0,1,0,0,0,0,0,1,0
330,0,0,1,1,35,1,0,0,0,0,0,0,0,1,19.85,739.35,0,0,1,0,0,1,0,0,0,1,0
2207,0,0,1,0,7,1,0,0,0,1,0,1,0,1,86.25,587.1,0,1,0,1,0,0,0,0,1,0,1
5049,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0,0,1,1,0,0,1,0,0,0,1
6515,0,0,0,0,29,0,0,0,0,0,0,0,0,1,25.1,712.85,1,0,0,1,0,0,0,1,0,0,1
2670,0,0,1,1,51,1,1,1,0,0,1,1,0,1,95.15,5000.05,0,1,0,0,1,0,0,0,0,1,0
972,1,0,0,0,58,1,0,0,1,1,1,1,0,0,70.1,4048.95,1,0,0,0,0,1,1,0,0,0,0
483,0,0,1,0,72,1,1,0,1,1,1,1,1,1,108.5,8003.8,0,1,0,0,1,0,1,0,0,0,0
2420,1,0,1,1,4,0,0,1,0,0,0,1,0,0,38.55,156.1,1,0,0,1,0,0,0,1,0,0,0
2602,0,0,1,1,64,1,1,0,1,1,1,1,1,1,111.45,7266.95,0,1,0,0,1,0,0,0,1,0,0
719,1,1,1,0,68,1,1,0,0,1,0,0,0,1,80.35,5589.3,0,1,0,1,0,0,0,1,0,0,0
3624,0,1,1,1,62,1,1,0,1,1,0,0,1,1,96.1,6019.35,0,1,0,1,0,0,0,1,0,0,0
2059,1,0,1,1,37,1,1,0,1,1,0,1,0,1,92.95,3415.25,0,1,0,1,0,0,0,0,1,0,0
2803,0,0,0,0,43,1,0,0,0,0,0,0,0,1,19.65,779.25,0,0,1,0,0,1,1,0,0,0,0
2566,0,0,1,1,65,1,1,1,1,1,1,1,1,0,91.55,5963.95,1,0,0,0,0,1,1,0,0,0,0
4704,1,0,0,0,1,1,1,1,1,0,0,0,0,0,61.15,61.15,1,0,0,1,0,0,0,0,1,0,0
32,0,0,1,1,27,1,0,1,1,1,1,0,0,0,66.15,1874.45,1,0,0,0,1,0,0,0,0,1,0
664,0,0,1,1,57,1,0,0,0,0,0,0,0,0,19.5,1167.6,0,0,1,0,0,1,1,0,0,0,0
5540,0,0,1,1,1,1,0,0,0,0,0,0,0,0,20.55,20.55,0,0,1,1,0,0,0,0,0,1,1
5303,1,0,0,1,43,0,0,1,1,1,0,0,0,1,40.45,1912.85,1,0,0,1,0,0,0,0,1,0,0
5813,1,0,1,1,48,1,1,1,1,1,1,1,1,0,111.8,5443.65,0,1,0,0,0,1,0,1,0,0,0
1444,1,0,0,1,41,1,0,1,1,1,1,1,1,1,111.15,4507.15,0,1,0,0,0,1,0,0,1,0,0
3355,0,0,1,0,68,1,1,0,1,1,1,0,0,0,90.2,6297.65,0,1,0,0,0,1,0,1,0,0,0
2792,0,0,0,0,15,1,0,0,1,0,0,0,0,0,48.85,736.8,1,0,0,1,0,0,0,0,1,0,0
4956,0,1,0,0,8,1,0,0,0,1,0,1,1,1,94.45,742.95,0,1,0,1,0,0,0,1,0,0,1
6864,0,1,0,0,3,0,0,0,0,0,0,0,0,0,25.3,77.75,1,0,0,1,0,0,0,0,1,0,1
1705,0,1,1,0,55,1,1,0,1,1,1,0,0,0,90.45,5044.8,0,1,0,1,0,0,0,0,1,0,0
5170,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0,0,1,1,0,0,0,0,0,1,0
5502,1,1,1,0,16,1,0,0,0,0,0,0,0,1,71.8,1167.8,0,1,0,1,0,0,1,0,0,0,1
4734,1,0,1,1,39,1,0,1,0,1,1,1,1,0,80.0,3182.95,1,0,0,0,1,0,0,1,0,0,1
4063,0,0,0,0,10,1,1,0,1,1,0,0,1,1,94.85,953.45,0,1,0,1,0,0,0,0,1,0,1
4685,0,0,1,0,46,1,1,0,1,1,1,1,1,1,108.9,4854.3,0,1,0,0,0,1,0,1,0,0,0
3227,1,0,1,1,12,1,0,0,0,0,0,1,0,1,56.3,628.65,1,0,0,1,0,0,0,0,0,1,0
118,0,0,0,0,41,1,0,0,0,0,0,0,0,0,20.65,835.15,0,0,1,0,0,1,0,0,0,1,0
2277,1,0,0,0,65,1,1,0,1,1,1,1,1,1,109.15,6941.2,0,1,0,1,0,0,0,0,1,0,1
2905,0,0,1,0,21,1,0,0,0,1,1,0,0,0,79.2,1742.45,0,1,0,0,1,0,0,0,1,0,0
1401,0,1,0,0,4,1,0,0,1,1,0,1,1,1,99.8,442.85,0,1,0,1,0,0,0,1,0,0,1
739,0,1,1,0,72,1,1,1,1,1,1,1,1,1,89.85,6697.35,1,0,0,0,0,1,1,0,0,0,0
2456,1,0,1,1,47,1,1,0,0,0,0,0,0,0,24.55,1160.45,0,0,1,0,0,1,0,0,0,1,0
170,1,0,1,0,43,1,0,1,0,1,1,0,0,1,84.25,3539.25,0,1,0,0,1,0,1,0,0,0,0
540,0,0,1,1,72,1,1,1,1,1,1,1,1,1,113.1,8248.5,0,1,0,0,0,1,1,0,0,0,0
883,0,0,1,0,67,1,1,1,0,1,1,1,1,1,111.25,7511.65,0,1,0,0,1,0,0,0,1,0,0
5277,0,0,0,0,6,1,0,0,0,0,0,1,1,0,89.3,577.6,0,1,0,1,0,0,0,0,1,0,1
4722,0,0,0,0,60,1,0,0,1,1,1,1,0,1,70.15,4224.7,1,0,0,0,1,0,0,1,0,0,0
3443,1,1,1,0,40,1,0,1,1,1,1,1,0,1,98.15,4116.8,0,1,0,0,1,0,0,1,0,0,0
3800,0,0,0,1,66,1,1,1,0,1,1,0,0,1,90.95,5930.05,0,1,0,0,0,1,0,1,0,0,0
674,1,1,0,0,52,0,0,0,1,0,0,1,1,1,49.15,2550.9,1,0,0,1,0,0,0,0,1,0,1
3209,0,0,0,0,1,1,1,0,0,0,0,1,1,1,93.85,93.85,0,1,0,1,0,0,0,0,1,0,1
6507,0,0,1,1,58,1,1,1,1,0,0,0,1,1,93.4,5435.6,0,1,0,1,0,0,1,0,0,0,1
2915,0,0,1,1,72,0,0,1,1,1,1,1,1,1,63.8,4684.3,1,0,0,0,0,1,1,0,0,0,0
3286,1,1,0,0,35,1,1,0,0,0,0,1,1,1,95.45,3474.05,0,1,0,1,0,0,0,0,1,0,1
1815,0,0,1,0,72,1,0,0,0,0,0,0,0,0,20.5,1502.25,0,0,1,0,0,1,0,1,0,0,0
5389,0,0,1,0,51,1,0,0,0,0,0,0,0,0,69.15,3649.6,0,1,0,1,0,0,0,0,0,1,0
6117,1,0,0,0,69,1,0,0,0,0,0,0,0,1,19.3,1447.9,0,0,1,0,0,1,1,0,0,0,0
2100,1,0,1,0,69,1,1,0,0,1,0,1,1,0,99.5,6841.45,0,1,0,0,1,0,1,0,0,0,0
4593,0,0,0,0,11,1,0,0,0,0,0,0,0,0,20.3,246.3,0,0,1,1,0,0,1,0,0,0,0
6979,1,0,0,1,1,0,0,0,0,0,0,0,0,0,24.2,24.2,1,0,0,1,0,0,0,0,0,1,0
5933,1,1,0,0,3,1,1,0,1,1,0,1,1,1,105.0,294.45,0,1,0,1,0,0,0,0,1,0,1
2101,0,0,1,0,37,1,1,1,0,1,1,0,1,1,99.2,3754.6,0,1,0,0,1,0,0,0,1,0,1
5967,1,1,0,0,4,0,0,0,0,0,0,0,0,1,25.2,102.5,1,0,0,1,0,0,1,0,0,0,1
3922,1,1,1,0,67,1,1,0,0,0,0,1,1,1,94.65,6079.0,0,1,0,1,0,0,0,1,0,0,0
1548,1,0,1,1,25,1,0,0,0,0,1,1,0,0,85.9,2199.05,0,1,0,1,0,0,0,0,1,0,0
4216,1,0,0,0,72,1,1,1,1,1,1,1,1,0,92.0,6632.75,1,0,0,0,0,1,1,0,0,0,0
3470,1,0,1,1,8,1,0,1,0,0,0,0,0,1,51.3,411.6,1,0,0,1,0,0,0,1,0,0,0
355,0,0,0,0,10,1,0,0,0,0,0,0,1,1,80.25,846.0,0,1,0,1,0,0,1,0,0,0,1
4559,1,0,0,0,6,1,0,0,0,0,0,0,0,0,20.15,130.5,0,0,1,1,0,0,1,0,0,0,0
3774,1,1,1,1,52,1,1,0,1,1,0,1,1,1,80.85,4079.55,1,0,0,0,1,0,0,0,1,0,0
5363,1,0,1,1,70,1,1,0,0,0,0,0,0,0,25.35,1715.15,0,0,1,0,0,1,0,0,0,1,0
2535,0,1,1,0,70,1,1,1,1,1,1,1,1,1,92.2,6474.45,1,0,0,0,0,1,1,0,0,0,0
6234,1,0,0,0,58,1,1,0,0,0,0,0,0,1,25.3,1474.35,0,0,1,0,0,1,0,1,0,0,0
3220,1,0,1,0,70,1,1,1,0,1,1,0,1,0,77.3,5498.2,1,0,0,0,0,1,0,1,0,0,0
5018,0,0,1,1,72,1,0,0,0,0,0,0,0,0,19.7,1379.8,0,0,1,0,0,1,0,1,0,0,0
2373,0,0,1,1,66,1,0,0,0,0,1,0,0,1,49.4,3251.85,1,0,0,0,1,0,0,1,0,0,0
1051,0,0,1,1,16,0,0,0,0,0,0,0,1,1,35.5,552.7,1,0,0,1,0,0,0,1,0,0,0
3074,0,0,1,1,35,1,1,1,1,0,0,0,0,1,59.45,2136.9,1,0,0,1,0,0,0,1,0,0,0
2321,0,1,0,0,65,1,1,0,1,1,0,1,0,1,95.45,6223.3,0,1,0,1,0,0,1,0,0,0,0
6673,0,1,0,0,2,1,0,0,0,0,0,0,0,0,43.95,85.1,1,0,0,1,0,0,0,0,1,0,0
5058,0,0,0,0,30,1,0,1,0,0,0,0,0,1,48.8,1536.75,1,0,0,1,0,0,0,0,0,1,0
1751,1,0,0,0,14,1,1,0,0,0,1,1,0,1,89.95,1178.4,0,1,0,1,0,0,0,0,1,0,1
3941,1,0,1,1,7,1,0,0,0,0,0,0,0,1,20.25,174.7,0,0,1,1,0,0,1,0,0,0,0
1772,1,0,0,0,2,1,0,0,0,0,0,1,0,0,79.0,143.65,0,1,0,1,0,0,0,0,1,0,1
1196,1,0,1,0,66,1,1,1,1,0,1,1,1,0,85.25,5538.35,1,0,0,0,0,1,0,0,1,0,0
1878,1,0,0,0,3,1,0,0,0,0,0,0,0,1,20.75,67.1,0,0,1,1,0,0,0,1,0,0,0
2668,1,0,0,1,1,1,0,0,0,0,0,0,0,0,19.75,19.75,0,0,1,1,0,0,0,0,0,1,1
7028,0,0,1,0,68,1,0,0,1,0,1,1,0,0,64.1,4326.25,1,0,0,0,0,1,1,0,0,0,0
2016,0,0,0,0,10,1,1,0,0,0,0,0,1,0,86.45,830.85,0,1,0,1,0,0,0,0,1,0,1
2005,0,0,1,1,49,1,1,0,1,0,0,1,1,0,100.45,4941.8,0,1,0,0,1,0,0,0,0,1,1
5712,0,0,0,0,23,1,0,0,0,0,0,0,0,1,20.3,470.6,0,0,1,1,0,0,1,0,0,0,0
1482,0,1,0,0,13,1,0,0,0,1,0,1,1,1,96.85,1235.55,0,1,0,1,0,0,0,0,1,0,0
3237,1,0,1,1,65,1,0,0,0,0,0,0,0,1,19.85,1267.05,0,0,1,0,0,1,0,1,0,0,0
328,0,1,1,1,28,0,0,0,0,0,0,1,0,1,35.9,973.65,1,0,0,1,0,0,0,0,1,0,0
648,0,1,0,0,2,1,1,0,1,0,0,0,1,0,89.5,161.5,0,1,0,1,0,0,0,0,1,0,1
2945,1,0,0,0,9,1,0,1,0,0,0,0,0,0,75.6,661.55,0,1,0,1,0,0,0,0,1,0,0
3418,1,0,1,0,54,1,1,1,1,1,0,1,1,0,109.55,6118.95,0,1,0,1,0,0,0,0,1,0,0
1123,1,0,1,1,25,1,0,1,1,1,0,0,0,1,61.6,1611.0,1,0,0,0,1,0,1,0,0,0,0
6541,0,0,0,1,19,1,0,0,0,0,0,0,0,0,20.5,398.55,0,0,1,0,0,1,0,0,0,1,0
2788,1,0,0,1,71,1,1,1,1,0,0,0,0,1,85.45,6028.95,0,1,0,0,1,0,0,1,0,0,0
4113,1,0,0,0,36,1,0,0,0,0,0,0,0,1,20.35,695.85,0,0,1,0,1,0,0,1,0,0,0
6103,1,0,0,0,16,1,0,0,0,0,0,0,0,0,19.75,294.9,0,0,1,1,0,0,0,1,0,0,0
3971,0,0,0,0,25,1,1,0,0,0,0,0,0,0,24.75,692.1,0,0,1,0,0,1,0,1,0,0,1
3915,0,0,1,0,59,1,0,1,0,1,0,0,0,1,81.25,4639.45,0,1,0,0,1,0,0,1,0,0,0
5897,1,0,1,1,71,1,1,0,0,0,0,0,0,0,23.9,1626.4,0,0,1,0,0,1,0,1,0,0,0
1259,0,1,0,0,46,1,0,0,1,0,0,1,1,0,95.25,4424.2,0,1,0,0,1,0,0,1,0,0,1
5157,0,0,1,1,16,1,0,1,1,0,1,0,1,0,68.25,1114.85,1,0,0,0,0,1,1,0,0,0,0
5888,0,0,1,1,49,1,1,0,0,0,0,1,1,1,95.6,4783.5,0,1,0,1,0,0,0,0,1,0,1
7038,1,0,1,1,24,1,1,1,0,1,1,1,1,1,84.8,1990.5,1,0,0,0,1,0,0,0,0,1,0
1519,0,0,0,0,2,0,0,1,1,0,0,0,1,1,42.6,72.4,1,0,0,1,0,0,0,0,1,0,1
1378,0,0,1,1,58,1,1,0,1,0,0,1,0,1,66.8,3970.4,1,0,0,1,0,0,1,0,0,0,0
5140,1,0,0,0,1,1,0,0,0,0,0,1,1,1,89.25,89.25,0,1,0,1,0,0,0,0,1,0,0
1023,0,1,1,0,45,1,0,0,0,1,0,0,1,1,86.1,3861.45,0,1,0,1,0,0,0,0,1,0,0
6434,1,0,0,0,1,1,0,0,0,1,0,0,0,1,50.5,50.5,1,0,0,1,0,0,0,0,1,0,1
2918,1,1,1,0,8,0,0,0,1,1,0,0,1,1,43.35,371.4,1,0,0,1,0,0,0,0,0,1,0
4814,0,0,0,0,22,1,1,0,0,0,1,1,0,1,90.0,1993.8,0,1,0,1,0,0,0,0,1,0,1
5009,1,0,1,0,66,1,1,1,1,1,1,1,1,0,115.8,7942.15,0,1,0,0,1,0,1,0,0,0,0
5286,1,0,1,0,8,1,0,1,0,0,0,0,0,1,74.5,609.9,0,1,0,1,0,0,0,0,1,0,1
912,1,0,1,1,72,1,1,1,0,1,0,1,1,1,106.1,7848.5,0,1,0,0,1,0,1,0,0,0,0
2857,0,0,1,1,47,1,0,0,1,0,1,0,1,0,63.8,3007.25,1,0,0,0,0,1,1,0,0,0,0
6195,1,0,0,0,4,1,1,0,0,0,0,0,0,1,72.2,305.55,0,1,0,1,0,0,1,0,0,0,1
1675,0,0,0,0,29,1,0,0,0,0,0,1,0,1,78.9,2384.15,0,1,0,1,0,0,0,0,1,0,1
1746,0,0,0,0,72,1,1,1,1,1,1,1,1,1,116.45,8013.55,0,1,0,0,0,1,1,0,0,0,0
3026,0,0,1,0,16,1,1,0,0,0,0,1,0,1,84.95,1378.25,0,1,0,1,0,0,0,0,1,0,1
532,1,0,0,0,2,1,0,0,0,0,0,1,0,1,79.95,174.45,0,1,0,1,0,0,0,0,1,0,0
1736,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.5,19.5,0,0,1,1,0,0,0,0,0,1,1
1629,1,0,1,0,68,1,0,1,1,1,0,0,1,0,70.95,4741.45,1,0,0,0,0,1,1,0,0,0,0
5065,1,1,0,0,33,1,1,0,0,0,0,0,0,1,24.9,847.8,0,0,1,0,1,0,1,0,0,0,0
430,0,0,1,1,61,1,0,0,0,0,0,0,0,1,19.4,1182.55,0,0,1,1,0,0,0,0,0,1,1
1808,0,0,0,0,23,1,1,0,1,0,0,0,0,1,79.15,1676.95,0,1,0,1,0,0,0,0,1,0,1
4477,1,0,1,1,19,1,0,1,0,0,0,0,0,1,48.95,955.6,1,0,0,0,1,0,1,0,0,0,0
4860,1,0,1,1,13,0,0,1,1,0,1,0,0,0,40.55,590.35,1,0,0,0,0,1,0,0,0,1,0
4393,0,0,1,0,21,1,1,0,0,0,0,0,1,1,86.5,1808.7,0,1,0,1,0,0,0,0,1,0,1
4577,0,1,1,0,62,1,1,1,0,1,0,1,1,1,104.85,6312.9,0,1,0,0,1,0,0,0,1,0,0
234,0,0,0,0,29,1,1,0,0,0,0,0,0,0,25.15,702.0,0,0,1,1,0,0,0,0,1,0,0
5654,1,1,1,0,70,1,0,1,1,1,0,1,1,0,105.35,7511.9,0,1,0,0,0,1,0,1,0,0,0
2222,1,0,1,1,38,1,1,0,0,1,0,1,1,1,101.15,3956.7,0,1,0,1,0,0,0,1,0,0,0
4292,0,1,0,0,31,1,1,0,0,0,0,0,0,1,73.9,2217.15,0,1,0,1,0,0,0,0,1,0,1
6237,1,0,0,0,1,1,0,0,0,0,0,0,0,0,69.95,69.95,0,1,0,1,0,0,0,0,1,0,1
6896,0,0,0,0,1,1,0,0,0,0,0,0,0,0,43.95,43.95,1,0,0,1,0,0,0,0,0,1,1
5132,1,0,1,1,71,1,1,1,0,0,0,1,0,1,66.2,4692.55,1,0,0,0,1,0,0,0,1,0,0
6282,1,0,1,1,4,1,0,0,0,0,0,0,0,0,19.55,68.8,0,0,1,0,0,1,0,1,0,0,0
1948,0,0,0,0,2,1,0,0,0,0,0,0,1,0,80.75,159.45,0,1,0,1,0,0,0,0,1,0,1
5384,0,0,0,0,4,1,1,0,0,0,1,1,0,1,64.4,253.0,1,0,0,1,0,0,0,0,0,1,0
6250,0,0,1,0,69,1,1,1,0,0,0,1,1,0,99.15,6875.35,0,1,0,0,0,1,1,0,0,0,0
6596,1,0,0,0,64,1,1,1,1,1,1,1,0,0,81.25,5567.55,1,0,0,0,1,0,0,0,1,0,0
6447,1,0,0,0,60,1,0,1,0,1,1,1,1,0,79.0,4801.1,1,0,0,0,1,0,0,0,0,1,0
1995,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,0,1,0,1,0,0,0,0,1,0,1
2671,1,0,0,0,63,1,1,0,1,0,1,1,1,0,105.4,6713.2,0,1,0,1,0,0,0,0,1,0,0
5861,1,0,0,0,35,1,0,0,0,0,0,0,0,0,19.25,677.9,0,0,1,0,0,1,0,0,0,1,0
2224,1,1,1,0,17,1,0,0,1,0,0,0,0,1,76.45,1233.4,0,1,0,1,0,0,0,0,1,0,1
1106,0,0,0,0,63,1,1,0,1,0,0,1,1,0,97.45,6253.0,0,1,0,0,0,1,1,0,0,0,0
5805,1,1,1,0,19,1,0,1,0,1,0,1,0,0,66.4,1286.05,1,0,0,1,0,0,1,0,0,0,0
818,1,0,1,0,21,1,1,0,1,1,1,1,1,1,111.2,2317.1,0,1,0,1,0,0,0,0,1,0,1
5945,0,1,1,1,57,1,0,0,1,1,1,1,0,1,95.3,5567.45,0,1,0,1,0,0,0,1,0,0,0
4104,1,0,1,0,8,1,0,0,1,0,0,0,0,1,49.55,393.45,1,0,0,1,0,0,1,0,0,0,0
5639,1,0,0,0,6,1,0,0,0,0,0,0,0,0,20.65,109.3,0,0,1,1,0,0,0,0,0,1,0
5117,0,0,0,0,66,0,0,1,0,1,1,1,1,1,61.35,4193.4,1,0,0,0,0,1,1,0,0,0,0
1697,0,0,1,1,63,1,0,1,1,1,1,1,0,0,75.55,4707.85,1,0,0,0,0,1,0,1,0,0,0
3558,1,0,1,1,28,1,1,0,0,0,0,1,1,0,92.2,2568.15,0,1,0,0,1,0,1,0,0,0,0
136,0,0,0,0,23,1,0,1,0,0,0,0,0,1,75.0,1778.5,0,1,0,1,0,0,1,0,0,0,0
1642,0,0,1,0,29,1,0,0,0,0,0,0,0,0,19.85,573.05,0,0,1,1,0,0,0,0,0,1,0
5418,1,1,0,0,18,1,1,0,1,0,0,0,0,1,80.55,1411.65,0,1,0,1,0,0,0,1,0,0,0
4075,1,0,0,0,53,0,0,1,1,0,0,0,1,1,46.3,2546.85,1,0,0,1,0,0,1,0,0,0,0
6636,0,0,1,1,10,1,1,1,1,0,0,1,0,0,70.3,676.15,1,0,0,0,1,0,0,0,1,0,0
1180,1,0,0,0,39,1,0,0,0,0,1,0,0,1,49.8,1971.15,1,0,0,0,0,1,1,0,0,0,0
4416,0,0,1,0,17,1,1,0,1,0,0,1,1,1,75.4,1322.55,1,0,0,1,0,0,1,0,0,0,0
888,1,0,1,1,37,1,0,0,0,0,0,1,1,0,91.2,3247.55,0,1,0,0,1,0,0,1,0,0,0
2987,0,0,1,1,33,1,0,0,0,0,0,0,0,0,20.1,670.35,0,0,1,0,0,1,0,0,0,1,0
6801,0,0,1,1,19,1,1,0,0,0,1,0,1,1,89.35,1686.85,0,1,0,0,1,0,1,0,0,0,0
2437,0,0,0,0,7,1,0,1,1,1,0,0,0,0,61.4,438.9,1,0,0,1,0,0,0,0,1,0,0
3580,0,0,0,1,9,1,0,0,0,1,1,1,1,1,72.9,651.4,1,0,0,1,0,0,0,0,0,1,1
4043,1,1,1,0,59,0,0,1,0,1,1,1,1,1,64.05,3886.85,1,0,0,0,0,1,0,1,0,0,0
817,0,0,1,1,55,1,0,0,1,1,1,1,1,1,103.7,5656.75,0,1,0,0,1,0,1,0,0,0,0
1111,0,0,0,0,4,1,0,1,0,1,1,0,1,1,94.4,387.2,0,1,0,1,0,0,1,0,0,0,1
4863,1,0,1,1,57,1,0,0,0,0,0,0,0,0,20.75,1123.15,0,0,1,0,0,1,0,0,0,1,0
2341,0,0,1,0,68,1,1,1,1,1,1,1,1,0,114.9,7843.55,0,1,0,0,0,1,1,0,0,0,0
3167,0,0,1,0,64,1,0,1,1,1,1,0,1,1,74.35,4759.55,1,0,0,0,0,1,0,0,0,1,0
7039,0,0,1,1,72,1,1,0,1,1,0,1,1,1,103.2,7362.9,0,1,0,0,1,0,0,1,0,0,0
5937,0,1,1,0,8,1,1,0,0,0,0,0,1,1,84.0,613.4,0,1,0,1,0,0,0,0,1,0,1
4620,1,0,1,0,72,1,1,1,1,1,1,1,1,0,115.8,8332.15,0,1,0,0,0,1,0,1,0,0,0
3065,1,0,0,0,1,1,0,0,0,0,0,0,0,1,45.8,45.8,1,0,0,1,0,0,0,0,0,1,0
1264,1,0,1,1,69,1,0,0,0,0,1,1,1,1,95.2,6671.7,0,1,0,0,0,1,0,1,0,0,0
990,0,0,1,0,56,1,0,1,0,1,0,0,0,0,80.3,4513.65,0,1,0,0,0,1,1,0,0,0,0
1464,1,0,0,0,9,1,0,1,0,0,1,0,1,0,64.95,547.8,1,0,0,1,0,0,0,0,0,1,0
1739,1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,0,1,0,1,0,0,0,0,1,0,1
6245,0,0,1,0,59,1,1,0,1,0,1,1,1,1,80.1,4693.2,1,0,0,0,1,0,0,0,1,0,0
4986,0,0,0,0,12,1,1,0,0,0,1,0,0,1,79.55,958.25,0,1,0,1,0,0,0,1,0,0,0
353,1,0,1,1,4,1,1,0,1,1,0,0,0,1,84.8,371.9,0,1,0,1,0,0,1,0,0,0,1
5368,0,1,0,0,3,1,0,0,0,0,0,0,0,1,70.3,235.5,0,1,0,1,0,0,0,0,1,0,1
5485,1,0,0,0,1,1,0,1,0,0,0,0,0,1,50.75,50.75,1,0,0,1,0,0,0,0,0,1,0
3442,1,0,0,0,29,1,0,0,0,1,1,1,1,1,98.8,2807.1,0,1,0,1,0,0,0,1,0,0,0
4943,0,0,1,0,71,1,0,1,1,1,1,1,1,1,84.4,5969.3,1,0,0,0,0,1,0,1,0,0,0
1489,0,0,1,1,23,1,0,1,1,0,1,0,0,1,57.75,1282.85,1,0,0,0,1,0,0,0,0,1,0
5633,1,0,0,1,6,1,1,0,0,0,0,0,0,0,26.35,184.05,0,0,1,1,0,0,0,0,0,1,0
